"Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"plotly","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","4.11.0",NA,"R (>= 3.2.0), ggplot2 (>= 3.0.0)","tools, scales, httr (>= 1.3.0), jsonlite (>= 1.6), magrittr,
digest, viridisLite, base64enc, htmltools (>= 0.3.6),
htmlwidgets (>= 1.5.2.9001), tidyr (>= 1.0.0), RColorBrewer,
dplyr, vctrs, tibble, lazyeval (>= 0.2.0), rlang (>= 1.0.0),
crosstalk, purrr, data.table, promises",NA,"MASS, maps, hexbin, ggthemes, GGally, ggalluvial, testthat,
knitr, shiny (>= 1.1.0), shinytest2, curl, rmarkdown, Cairo,
broom, webshot, listviewer, dendextend, sf, png, IRdisplay,
processx, plotlyGeoAssets, forcats, withr, palmerpenguins,
rversions, reticulate, rsvg, ggridges",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"plotmo","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","3.6.4",NA,"R (>= 3.4.0), Formula (>= 1.2-3), plotrix",NA,NA,"C50 (>= 0.1.0-24), earth (>= 5.1.2), gbm (>= 2.1.1), glmnet
(>= 2.0.5), glmnetUtils (>= 1.0.3), MASS (>= 7.3-51), mlr (>=
2.12.1), neuralnet (>= 1.33), partykit (>= 1.2-2), pre (>=
0.5.0), rpart (>= 4.1-15), rpart.plot (>= 3.0.8)",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.1"
"plotrix","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","3.8-4",NA,"R (>= 3.5.0)","grDevices, graphics, stats, utils",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"plotROC","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.3.3",NA,"R (>= 3.0.0), ggplot2","methods, grid, gridSVG, shiny, plyr, rlang",NA,"knitr, testthat, stringr, survivalROC, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"plotthis","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.7.4",NA,"R (>= 4.2.0)","circlize, ggplot2, rlang, dplyr, tidyr, glue, forcats, gtable,
reshape2, stringr, scales, gridtext, methods, patchwork,
ggrepel, ggnewscale, cowplot, zoo",NA,"testthat, Matrix, alluvial, datasets, ComplexHeatmap,
cluster, clustree, gglogger, ggwordcloud, ggalluvial,
ggVennDiagram (>= 1.5.0), ggupset, ggpubr, ggforce, ggraph,
ggridges, ggmanh, qqplotr, hexbin, igraph, iNEXT, scattermore,
sf, terra, concaveman, plotROC, OptimalCutpoints, proxyC, metR",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.4.1"
"pls","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.8-5",NA,"R (>= 3.5.0)","grDevices, graphics, methods, stats",NA,"MASS, parallel, Rmpi, testthat, RUnit",NA,"GPL-2",NA,NA,NA,NA,"no","4.4.1"
"plsRcox","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.7.7",NA,"R (>= 2.4.0)","survival, plsRglm, lars, pls, kernlab, mixOmics, risksetROC,
survcomp, survAUC, rms",NA,"survivalROC, plsdof","","GPL-3",NA,NA,NA,NA,"no","4.4.0"
"plsRglm","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.5.1",NA,"R (>= 2.10)","mvtnorm, boot, bipartite, car, MASS",NA,"plsdof, R.rsp, chemometrics, plsdepot","pls","GPL-3",NA,NA,NA,NA,"no","4.4.0"
"plumber","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.3.0",NA,"R (>= 3.0.0)","R6 (>= 2.0.0), stringi (>= 0.3.0), jsonlite (>= 0.9.16),
webutils (>= 1.1), httpuv (>= 1.5.5), crayon, promises (>=
1.1.0), sodium, swagger (>= 3.33.0), magrittr, mime, lifecycle
(>= 1.0.0), rlang (>= 1.0.0)",NA,"testthat (>= 0.11.0), rmarkdown, base64enc, htmlwidgets,
visNetwork, later, readr, yaml, arrow, future, coro,
rstudioapi, spelling, mockery (>= 0.4.2), geojsonsf, redoc,
rapidoc, sf, ragg, svglite, readxl, writexl, utils",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"plyr","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.8.9",NA,"R (>= 3.1.0)","Rcpp (>= 0.11.0)","Rcpp","abind, covr, doParallel, foreach, iterators, itertools,
tcltk, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"png","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.1-8",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"pointr","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.2.0",NA,NA,"stringr",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.4.0"
"polspline","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.1.25",NA,NA,"stats, graphics",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"Polychrome","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.5.4",NA,"R (>= 4.4)","colorspace, scatterplot3d, methods, graphics, grDevices,
stats, utils",NA,"RColorBrewer, knitr, rmarkdown, ggplot2",NA,"Apache License (== 2.0)",NA,NA,NA,NA,"no","4.4.1"
"polyclip","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.10-7",NA,"R (>= 3.5.0)",NA,NA,NA,NA,"BSL",NA,NA,NA,NA,"yes","4.4.1"
"polylabelr","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.3.0",NA,"R (>= 3.3.0)","Rcpp","Rcpp","covr, testthat, spelling, sf",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"polynom","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.4-1",NA,NA,"stats, graphics",NA,"knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"no","4.4.1"
"poorman","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.2.7",NA,"R (>= 3.3)",NA,NA,"knitr, rmarkdown, roxygen2, tinytest",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"posterior","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.6.1",NA,"R (>= 3.2.0)","methods, abind, checkmate, rlang (>= 1.0.6), stats, tibble (>=
3.1.0), vctrs (>= 0.5.0), tensorA, pillar, distributional,
parallel, matrixStats",NA,"testthat (>= 2.1.0), caret (>= 6.0-84), gbm (>= 2.1.8),
randomForest (>= 4.6.14), e1071 (>= 1.7-3), dplyr, tidyr,
knitr, ggplot2, ggdist, rmarkdown",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"ppcor","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.1",NA,"R (>= 2.6.0), MASS",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.4.1"
"prabclus","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.3-4",NA,"R (>= 2.10), MASS, mclust",NA,NA,"spdep, spatialreg, bootstrap, foreign, mvtnorm",NA,"GPL",NA,NA,NA,NA,"no","4.4.1"
"pracma","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.4.4",NA,"R (>= 3.1.0)","graphics, grDevices, stats, utils",NA,"NlcOptim, quadprog",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.4.1"
"praise","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0.0",NA,NA,NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"preprocessCore","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.68.0",NA,NA,"stats",NA,NA,NA,"LGPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"presto","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0.0",NA,"R (>= 3.4.0), Rcpp, data.table","dplyr, methods, tidyr, purrr, tibble, Matrix, rlang, stats,
utils","Rcpp, RcppArmadillo","knitr, rmarkdown, testthat, Seurat, SingleCellExperiment,
SummarizedExperiment, broom, BiocStyle, DESeq2",NA,"GPL-3",NA,NA,NA,NA,"yes","4.4.0"
"prettydoc","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.4.1",NA,NA,"rmarkdown (>= 1.17)",NA,"knitr, KernSmooth",NA,"Apache License (>= 2.0)",NA,NA,NA,NA,"no","4.4.0"
"prettyGraphs","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.2.0",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.4.1"
"prettyunits","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.2.0",NA,"R(>= 2.10)",NA,NA,"codetools, covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"princurve","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.1.6",NA,"R (>= 3.0)","stats, graphics, grDevices, Rcpp","Rcpp","devtools, testthat",NA,"GPL-2",NA,NA,NA,NA,"yes","4.4.1"
"prismatic","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.1.2",NA,"R (>= 3.2)","graphics, farver (>= 2.0.1), grDevices",NA,"covr, cli, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"pROC","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.19.0.1",NA,"R (>= 2.14)","methods, Rcpp (>= 0.11.1)","Rcpp","tcltk, MASS, logcondens, testthat, vdiffr, ggplot2, rlang",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.4.1"
"processx","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","3.8.6",NA,"R (>= 3.4.0)","ps (>= 1.2.0), R6, utils",NA,"callr (>= 3.7.3), cli (>= 3.3.0), codetools, covr, curl,
debugme, parallel, rlang (>= 1.0.2), testthat (>= 3.0.0),
webfakes, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"prodlim","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2025.04.28",NA,"R (>= 4.1.0)","Rcpp (>= 0.11.5), stats, rlang, data.table, grDevices,
ggplot2, graphics, diagram, survival, KernSmooth, lava","Rcpp","tibble, pammtools, ggthemes",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"profileModel","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.6.1",NA,"R (>= 2.6.0)",NA,NA,"MASS, gnm",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"profmem","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.7.0",NA,NA,"utils",NA,"R.rsp, markdown, microbenchmark",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.4.1"
"profvis","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.4.0",NA,"R (>= 4.0)","htmlwidgets (>= 0.3.2), rlang (>= 1.1.0), vctrs",NA,"htmltools, knitr, rmarkdown, shiny, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"progeny","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.28.0",NA,"R (>= 3.6.0)","Biobase, stats, dplyr, tidyr, ggplot2, ggrepel, gridExtra,
decoupleR, reshape2",NA,"airway, biomaRt, BiocFileCache, broom, Seurat,
SingleCellExperiment, DESeq2, BiocStyle, knitr, readr, readxl,
pheatmap, tibble, rmarkdown, testthat (>= 2.1.0)",NA,"Apache License (== 2.0) | file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"progress","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.2.3",NA,"R (>= 3.6)","crayon, hms, prettyunits, R6",NA,"Rcpp, testthat (>= 3.0.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"progressr","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.15.1",NA,"R (>= 3.5.0)","digest, utils",NA,"graphics, tcltk, beepr, cli, crayon, pbmcapply, progress,
purrr, foreach, plyr, doFuture, future, future.apply, furrr,
ntfy, RPushbullet, rstudioapi, shiny, commonmark, base64enc,
tools",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.4.1"
"promises","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.3.3",NA,NA,"fastmap (>= 1.1.0), later, magrittr (>= 1.5), R6, Rcpp, rlang,
stats","later, Rcpp","future (>= 1.21.0), knitr, purrr, rmarkdown, spelling,
testthat (>= 3.0.0), vembedr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"ProtGenerics","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.38.0",NA,"methods",NA,NA,"testthat",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.4.1"
"proto","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0.0",NA,NA,NA,NA,"testthat, covr",NA,"GPL-2",NA,NA,NA,NA,"no","4.4.1"
"proxy","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.4-27",NA,"R (>= 3.4.0)","stats, utils",NA,"cba",NA,"GPL-2",NA,NA,NA,NA,"yes","4.4.1"
"proxyC","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.5.2",NA,"R (>= 3.1.0), methods","Matrix (>= 1.2), Rcpp (>= 0.12.12)","Rcpp, RcppArmadillo (>= 0.7.600.1.0)","testthat, entropy, proxy, knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"PRROC","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.4",NA,"rlang",NA,NA,"testthat, ggplot2, ROCR",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.1"
"ps","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.9.1",NA,"R (>= 3.4)","utils",NA,"callr, covr, curl, pillar, pingr, processx (>= 3.1.0), R6,
rlang, testthat (>= 3.0.0), webfakes, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"pscl","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.5.9",NA,NA,"MASS, datasets, grDevices, graphics, stats, utils",NA,"lattice, MCMCpack, car, lmtest, sandwich, zoo, coda, vcd,
mvtnorm, mgcv",NA,"GPL-2",NA,NA,NA,NA,"yes","4.4.1"
"PSMatch","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.10.0",NA,"S4Vectors","utils, stats, igraph, methods, Matrix, BiocParallel,
BiocGenerics, ProtGenerics (>= 1.27.1), QFeatures, MsCoreUtils",NA,"msdata, rpx, mzID, mzR, Spectra, SummarizedExperiment,
BiocStyle, rmarkdown, knitr, factoextra, testthat",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.4.1"
"psych","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.5.6",NA,NA,"mnormt,parallel,stats,graphics,grDevices,methods,lattice,nlme,GPArotation",NA,"psychTools, lavaan, lme4, Rcsdp, graph, knitr, Rgraphviz",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"Publish","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2025.07.24",NA,"prodlim (>= 1.5.4)","survival (>= 2.38), data.table (>= 1.10.4), lava (>= 1.5.1),
multcomp (>= 1.4)",NA,"riskRegression (>= 2020.09.07), testthat, smcfcs (>= 1.4.1),
rms (>= 6.1.0), mitools (>= 2.4), nlme (>= 3.1-131)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"PubMedDeepReview","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.1.0",NA,NA,NA,NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.4.0"
"pubmedR","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.0.3",NA,NA,"rentrez, XML",NA,"bibliometrix, knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.0"
"pubMR","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.0.0.2",NA,"R (>= 3.5.1)","data.table, httr, RCurl, stringr, XML, tidyr, methods",NA,NA,NA,"GPL (>=2)",NA,NA,NA,NA,"no","4.4.0"
"pubtatordb","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.1.4",NA,NA,"DBI, R.utils, RSQLite, assertthat, dplyr, readr",NA,"covr, testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"pulsar","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.3.11",NA,"R (>= 3.2.0)","methods, parallel, graphics, stats, utils, tools, Matrix (>=
1.5)",NA,"batchtools (>= 0.9.10), fs (>= 1.2.2), checkmate (>= 1.8.5),
orca, huge, MASS, clime, glmnet, network, cluster, testthat,
knitr, rmarkdown",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.4.0"
"purrr","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.1.0",NA,"R (>= 4.1)","cli (>= 3.6.1), lifecycle (>= 1.0.3), magrittr (>= 1.5.0),
rlang (>= 1.1.1), vctrs (>= 0.6.3)","cli","carrier (>= 0.2.0), covr, dplyr (>= 0.7.8), httr, knitr,
lubridate, mirai (>= 2.4.0), rmarkdown, testthat (>= 3.0.0),
tibble, tidyselect",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"pwr","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.3-0",NA,NA,"stats, graphics",NA,"ggplot2, scales, knitr, rmarkdown",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.4.1"
"pzfx","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.3.0",NA,NA,"xml2 (>= 1.2.0)",NA,"testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"qap","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.1-2",NA,NA,NA,NA,"testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"QFeatures","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.16.0",NA,"R (>= 4.0), MultiAssayExperiment","methods, stats, utils, S4Vectors, IRanges,
SummarizedExperiment, BiocGenerics, ProtGenerics (>= 1.35.1),
AnnotationFilter, lazyeval, Biobase, MsCoreUtils (>= 1.7.2),
igraph, grDevices, plotly, tidyr, tidyselect, reshape2",NA,"SingleCellExperiment, MsDataHub (>= 1.3.3), Matrix,
HDF5Array, msdata, ggplot2, gplots, dplyr, limma, DT, shiny,
shinydashboard, testthat, knitr, BiocStyle, rmarkdown, vsn,
preprocessCore, matrixStats, imputeLCMD, pcaMethods, impute,
norm, ComplexHeatmap",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.4.1"
"qgraph","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.9.8",NA,"R (>= 3.0.0)","Rcpp (>= 1.0.0), methods, grDevices, psych, lavaan, plyr,
Hmisc, igraph, jpeg, png, colorspace, Matrix, corpcor,
reshape2, ggplot2, glasso, fdrtool, gtools, parallel, pbapply,
abind","Rcpp","BDgraph, huge",NA,"GPL-2",NA,NA,NA,NA,"yes","4.4.0"
"qpdf","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.4.1",NA,NA,"Rcpp, askpass, curl","Rcpp","testthat",NA,"Apache License 2.0",NA,NA,NA,NA,"yes","4.4.1"
"qqconf","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.3.2",NA,"R (>= 4.0.0)","MASS (>= 7.3-50), robustbase (>= 0.93-4), Rcpp","Rcpp","knitr, rmarkdown, distr (>= 2.8.0)",NA,"GPL-3",NA,NA,NA,NA,"yes","4.4.0"
"qqman","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.1.9",NA,"R (>= 3.0.0),","calibrate",NA,"knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.0"
"qqplotr","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.0.6",NA,"R (>= 3.1), ggplot2 (>= 2.2)","dplyr, robustbase, MASS, opdisDownsampling, qqconf (>= 1.3.1)",NA,"shiny, devtools, lattice, shinyBS, knitr, rmarkdown",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"qs","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.27.3",NA,"R (>= 3.0.2)","Rcpp, RApiSerialize (>= 0.1.4), stringfish (>= 0.15.1)","Rcpp, RApiSerialize, stringfish, BH","knitr, rmarkdown, testthat, dplyr, data.table",NA,"GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"qs2","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.1.5",NA,"R (>= 3.5.0)","Rcpp, stringfish (>= 0.15.1)","Rcpp, stringfish, RcppParallel","knitr, rmarkdown, dplyr, data.table, stringi",NA,"GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"quadprog","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.5-8",NA,"R (>= 3.1.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"quanteda","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","4.3.1",NA,"R (>= 4.1.0), methods","fastmatch, jsonlite, lifecycle, magrittr, Matrix (>= 1.5-0),
Rcpp (>= 0.12.12), SnowballC, stopwords, stringi, xml2, yaml","Rcpp","rmarkdown, spelling, testthat, formatR, tm (>= 0.6), knitr,
lsa, rlang, slam","dplyr, lda, purrr, spacyr, stm, text2vec, tibble, tidytext,
tokenizers, topicmodels","GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"quanteda.textstats","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.97.2",NA,"R (>= 3.5.0)","quanteda (>= 4.0.0), Matrix (>= 1.5-0), methods, nsyllable,
proxyC (>= 0.1.4), Rcpp (>= 0.12.12), stringi","Rcpp, RcppArmadillo (>= 0.7.600.1.0), quanteda","entropy, ExPosition, proxy, rmarkdown, spelling, svs,
testthat, knitr, covr",NA,"GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"quantmod","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.4.28",NA,"R (>= 3.2.0), xts(>= 0.9-0), zoo, TTR(>= 0.2), methods","curl, jsonlite(>= 1.1)",NA,"DBI, RMySQL, RSQLite, timeSeries, xml2, downloader, tinytest",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.1"
"quantreg","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","6.1",NA,"R (>= 3.5), stats, SparseM","methods, graphics, Matrix, MatrixModels, survival, MASS",NA,"interp, rgl, logspline, nor1mix, Formula, zoo, R.rsp, conquer",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"questionr","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.8.1",NA,"R (>= 4.1.0)","shiny (>= 1.0.5), miniUI, rstudioapi, highr, styler, classInt,
htmltools, graphics, stats, utils, rlang, labelled (>= 2.6.0)",NA,"testthat, roxygen2, dplyr, ggplot2, tidyr, janitor, forcats
(>= 1.0.0), knitr, rmarkdown, survey, Hmisc",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"QuickJSR","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.8.0",NA,NA,NA,NA,"knitr, rmarkdown, tinytest",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"qvalue","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.38.0",NA,"R(>= 2.10)","splines, ggplot2, grid, reshape2",NA,"knitr",NA,"LGPL",NA,NA,NA,NA,"no","4.4.1"
"qvcalc","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0.4",NA,NA,NA,NA,"relimp, MASS, testthat (>= 3.0.0)","psychotools, survival","GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.4.1"
"R.cache","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.17.0",NA,"R (>= 2.14.0)","utils, R.methodsS3 (>= 1.8.1), R.oo (>= 1.24.0), R.utils (>=
2.10.1), digest (>= 0.6.13)",NA,NA,NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.4.1"
"R.devices","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.17.2",NA,"R (>= 2.14.0)","grDevices, R.methodsS3 (>= 1.8.1), R.oo (>= 1.24.0), R.utils
(>= 2.10.1), base64enc (>= 0.1-2)",NA,"digest (>= 0.6.13), Cairo (>= 1.5-9), R.rsp",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.4.0"
"R.matlab","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","3.7.0",NA,"R (>= 2.14.0)","methods, utils, R.methodsS3 (>= 1.7.1), R.oo (>= 1.23.0),
R.utils (>= 2.5.0)",NA,"Matrix, SparseM",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.4.0"
"R.methodsS3","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.8.2",NA,"R (>= 2.13.0)","utils",NA,"codetools",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.4.1"
"R.oo","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.27.1",NA,"R (>= 2.13.0), R.methodsS3 (>= 1.8.2)","methods, utils",NA,"tools",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.4.1"
"R.rsp","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.46.0",NA,"R (>= 2.14.0)","methods, stats, tools, utils, R.methodsS3 (>= 1.8.0), R.oo (>=
1.23.0), R.utils, R.cache, digest",NA,"tcltk, markdown, knitr, R.devices, base64enc, ascii",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.4.0"
"R.utils","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.13.0",NA,"R (>= 2.14.0), R.oo","methods, utils, tools, R.methodsS3",NA,"datasets, digest (>= 0.6.10)",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.4.1"
"r2d2","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0.2",NA,NA,"graphics, grDevices, KernSmooth, MASS, sp",NA,"lattice",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.1"
"R2HTML","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.3.4",NA,"R (>= 2.0)","stats, graphics, utils, grDevices, methods",NA,"boot, splines, survival, cluster, nlme, rpart, nnet",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"R6","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.6.1",NA,"R (>= 3.6)",NA,NA,"lobstr, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
